team,w_l,wins,losses,win_loss_pct,offensive_opp_pts,offensive_opp_ppg,defensive_opp_pts,defensive_opp_ppg,total_field_goals_made,total_field_goals_att,total_field_goals_pct,total_three_points_made,total_three_points_att,total_three_points_pct,total_free_throws_made,total_free_throw_att,total_free_throw_pct,total_steals,steal_pct,total_assists,total_turnovers,turnover_ratio,total_blocks,total_block_pct,total_rebounds,average_rebounds,total_opp_rebounds,average_opp_rebounds,reb_margin,Seed,team_market,team_name,team_id,total_games_played,total_minutes_played,total_field_goals_made-1,total_field_goals_att-1,total_field_goals_pct-1,total_two_points_made,total_two_points_att,total_two_points_pct,total_three_points_made-1,total_three_points_att-1,total_three_points_pct-1,total_blocked_att,total_free_throws_made-1,total_free_throws_att,total_free_throws_pct,total_offensive_rebounds,total_defensive_rebounds,total_rebounds-1,total_assists-1,total_turnovers-1,total_assists_turnover_ratio,total_steals-1,total_blocks-1,total_personal_fouls,total_tech_fouls,total_points,total_fast_break_pts,total_flagrant_fouls,total_points_off_turnovers,total_second_chance_pts,total_ejections,total_foulouts,total_points_in_paint,total_efficiency,total_true_shooting_att,total_true_shooting_pct,average_fast_break_pts,average_points_off_turnovers,average_second_chance_pts,average_minutes,average_points,average_off_rebounds,average_def_rebounds,average_rebounds-1,average_assists,average_steals,average_blocks,average_turnovers,average_personal_fouls,average_flagrant_fouls,average_blocked_att,average_field_goals_made,average_field_goals_att,average_three_points_made,average_three_points_att,average_free_throws_made,average_free_throws_att,average_two_points_made,average_two_points_att,average_points_in_paint,average_efficiency,average_true_shooting_att,Currentcoach,Month,Year,Sign,ChineseZodiac,Age
Oregon St.,17-12,17,12,58.600000000000001,2132,73.5,2015,69.5,753,1615,46.600000000000001,193,593,32.5,433,584,74.099999999999994,172,5.9000000000000004,442,368,1.20,158,5.4000000000000004,1026,35.399999999999999,949,32.700000000000003,2.7000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNC Asheville,4-27,4,27,12.9,1857,59.899999999999999,2313,74.599999999999994,655,1627,40.299999999999997,223,687,32.5,324,437,74.099999999999994,196,6.2999999999999998,331,457,0.72,86,2.7999999999999998,931,30,1073,34.600000000000001,-4.5999999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colgate,22-10,22,10,68.799999999999997,2404,75.099999999999994,2231,69.700000000000003,874,1837,47.600000000000001,283,742,38.100000000000001,373,504,74,192,6,496,415,1.20,112,3.5,1141,35.700000000000003,1018,31.800000000000001,3.7999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Mary's (CA),20-11,20,11,64.5,2277,73.5,2015,65,827,1750,47.299999999999997,236,623,37.899999999999999,387,523,74,185,6,324,326,0.99,78,2.5,1082,34.899999999999999,912,29.399999999999999,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,20-13,20,13,60.600000000000001,2389,72.400000000000006,2255,68.299999999999997,844,1840,45.899999999999999,260,744,34.899999999999999,441,596,74,191,5.7999999999999998,490,416,1.18,101,3.1000000000000001,1135,34.399999999999999,1057,32,2.3999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,13-16,13,16,44.799999999999997,2048,70.599999999999994,2040,70.299999999999997,703,1592,44.200000000000003,221,637,34.700000000000003,421,569,74,160,5.5,369,314,1.18,67,2.2999999999999998,902,31.100000000000001,987,34,-2.8999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,18-11,18,11,62.100000000000001,2171,74.900000000000006,1986,68.5,765,1660,46.100000000000001,189,582,32.5,452,611,74,154,5.2999999999999998,390,386,1.01,89,3.1000000000000001,1079,37.200000000000003,921,31.800000000000001,5.4000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,25-5,25,5,83.299999999999997,2315,77.200000000000003,1965,65.5,801,1674,47.799999999999997,185,514,36,528,714,73.900000000000006,183,6.0999999999999996,416,384,1.08,152,5.0999999999999996,1155,38.5,888,29.600000000000001,8.9000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iona,15-15,15,15,50,2305,76.799999999999997,2303,76.799999999999997,785,1737,45.200000000000003,261,755,34.600000000000001,474,641,73.900000000000006,203,6.7999999999999998,397,378,1.05,84,2.7999999999999998,1030,34.299999999999997,1104,36.799999999999997,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murray St.,26-4,26,4,86.700000000000003,2505,83.5,2036,67.900000000000006,909,1828,49.700000000000003,239,681,35.100000000000001,448,606,73.900000000000006,232,7.7000000000000002,547,365,1.50,139,4.5999999999999996,1129,37.600000000000001,1026,34.200000000000003,3.3999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgetown,18-12,18,12,60,2414,80.5,2348,78.299999999999997,825,1855,44.5,251,705,35.600000000000001,513,694,73.900000000000006,181,6,513,411,1.25,121,4,1196,39.899999999999999,1081,36,3.7999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina St.,7-25,7,25,21.899999999999999,2252,70.400000000000006,2461,76.900000000000006,770,1799,42.799999999999997,182,552,33,530,717,73.900000000000006,163,5.0999999999999996,359,463,0.78,58,1.8,1064,33.299999999999997,1050,32.799999999999997,0.40000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belmont,26-4,26,4,86.700000000000003,2645,88.200000000000003,2213,73.799999999999997,962,1912,50.299999999999997,318,838,37.899999999999999,403,546,73.799999999999997,207,6.9000000000000004,601,352,1.71,115,3.7999999999999998,1174,39.100000000000001,1040,34.700000000000003,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winthrop,18-12,18,12,60,2499,83.299999999999997,2358,78.599999999999994,855,1878,45.5,372,997,37.299999999999997,417,565,73.799999999999997,134,4.5,460,456,1.01,83,2.7999999999999998,1231,41,1073,35.799999999999997,5.2999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Ill.,9-20,9,20,31,2046,70.599999999999994,2120,73.099999999999994,762,1741,43.799999999999997,227,591,38.399999999999999,295,400,73.799999999999997,155,5.2999999999999998,305,333,0.92,126,4.2999999999999998,1024,35.299999999999997,1085,37.399999999999999,-2.1000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wright St.,20-12,20,12,62.5,2360,73.799999999999997,2159,67.5,819,1857,44.100000000000001,256,743,34.5,466,632,73.700000000000003,199,6.2000000000000002,450,375,1.20,63,2,1123,35.100000000000001,1017,31.800000000000001,3.2999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami (FL),13-17,13,17,43.299999999999997,2162,72.099999999999994,2133,71.099999999999994,759,1742,43.600000000000001,253,760,33.299999999999997,391,531,73.599999999999994,202,6.7000000000000002,391,353,1.11,97,3.2000000000000002,1000,33.299999999999997,1090,36.299999999999997,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Citadel,12-18,12,18,40,2553,85.099999999999994,2584,86.099999999999994,899,2011,44.700000000000003,370,1076,34.399999999999999,385,523,73.599999999999994,201,6.7000000000000002,463,386,1.20,110,3.7000000000000002,1104,36.799999999999997,1216,40.5,-3.7000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niagara,13-19,13,19,40.600000000000001,2318,72.400000000000006,2432,76,795,1887,42.100000000000001,265,738,35.899999999999999,463,629,73.599999999999994,128,4,343,390,0.88,127,4,1143,35.700000000000003,1154,36.100000000000001,-0.29999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana St.,14-15,14,15,48.299999999999997,2263,78,2307,79.599999999999994,777,1718,45.200000000000003,270,734,36.799999999999997,439,598,73.400000000000006,162,5.5999999999999996,437,363,1.20,43,1.5,990,34.100000000000001,998,34.399999999999999,-0.29999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho St.,10-18,10,18,35.700000000000003,2048,73.099999999999994,2207,78.799999999999997,730,1631,44.799999999999997,254,693,36.700000000000003,334,455,73.400000000000006,140,5,356,336,1.06,81,2.8999999999999999,914,32.600000000000001,963,34.399999999999999,-1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Canyon,18-11,18,11,62.100000000000001,2200,75.900000000000006,1955,67.400000000000006,775,1691,45.799999999999997,214,648,33,436,594,73.400000000000006,185,6.4000000000000004,431,359,1.20,66,2.2999999999999998,1056,36.399999999999999,951,32.799999999999997,3.6000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Ill.,15-16,15,16,48.399999999999999,2279,73.5,2205,71.099999999999994,851,1829,46.5,204,585,34.899999999999999,373,509,73.299999999999997,175,5.5999999999999996,351,375,0.94,70,2.2999999999999998,1088,35.100000000000001,1041,33.600000000000001,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clemson,18-12,18,12,60,2084,69.5,1928,64.299999999999997,750,1630,46,193,582,33.200000000000003,391,534,73.200000000000003,193,6.4000000000000004,368,401,0.92,131,4.4000000000000004,1051,35,959,32,3.1000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa St.,20-10,20,10,66.700000000000003,2336,77.900000000000006,2052,68.400000000000006,850,1778,47.799999999999997,254,704,36.100000000000001,382,522,73.200000000000003,216,7.2000000000000002,470,328,1.43,136,4.5,1052,35.100000000000001,1035,34.5,0.59999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio St.,18-12,18,12,60,2082,69.400000000000006,1960,65.299999999999997,720,1644,43.799999999999997,220,652,33.700000000000003,422,577,73.099999999999994,172,5.7000000000000002,414,376,1.10,75,2.5,1044,34.799999999999997,996,33.200000000000003,1.6000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VMI,11-20,11,20,35.5,2361,76.200000000000003,2518,81.200000000000003,815,1908,42.700000000000003,315,870,36.200000000000003,416,569,73.099999999999994,211,6.7999999999999998,431,381,1.13,61,2,1079,34.799999999999997,1199,38.700000000000003,-3.8999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana St.,15-16,15,16,48.399999999999999,2146,69.200000000000003,2218,71.5,757,1719,44,178,491,36.299999999999997,454,621,73.099999999999994,207,6.7000000000000002,342,402,0.85,73,2.3999999999999999,1007,32.5,1072,34.600000000000001,-2.1000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwestern,13-17,13,17,43.299999999999997,1982,66.099999999999994,1938,64.599999999999994,691,1708,40.5,214,685,31.199999999999999,386,528,73.099999999999994,166,5.5,424,330,1.28,127,4.2000000000000002,1020,34,1083,36.100000000000001,-2.1000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Longwood,15-17,15,17,46.899999999999999,2228,69.599999999999994,2241,70,742,1755,42.299999999999997,302,878,34.399999999999999,442,605,73.099999999999994,198,6.2000000000000002,364,459,0.79,68,2.1000000000000001,1133,35.399999999999999,1099,34.299999999999997,1.1000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temple,22-8,22,8,73.299999999999997,2254,75.099999999999994,2135,71.200000000000003,798,1814,44,228,688,33.100000000000001,430,590,72.900000000000006,264,8.8000000000000007,440,331,1.33,69,2.2999999999999998,1033,34.399999999999999,1110,37,-2.6000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purdue,22-8,22,8,73.299999999999997,2295,76.5,2006,66.900000000000006,805,1798,44.799999999999997,298,806,37,387,531,72.900000000000006,197,6.5999999999999996,427,326,1.31,123,4.0999999999999996,1105,36.799999999999997,952,31.699999999999999,5.0999999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samford,17-15,17,15,53.100000000000001,2513,78.5,2410,75.299999999999997,894,1889,47.299999999999997,250,666,37.5,475,652,72.900000000000006,231,7.2000000000000002,449,452,0.99,126,3.8999999999999999,1190,37.200000000000003,1176,36.799999999999997,0.40000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas St.,13-17,13,17,43.299999999999997,2205,73.5,2310,77,742,1769,41.899999999999999,222,653,34,499,685,72.799999999999997,177,5.9000000000000004,347,435,0.80,129,4.2999999999999998,1133,37.799999999999997,1062,35.399999999999999,2.3999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Ky.,18-13,18,13,58.100000000000001,2236,72.099999999999994,2183,70.400000000000006,793,1753,45.200000000000003,186,559,33.299999999999997,464,637,72.799999999999997,216,7,384,429,0.90,155,5,1132,36.5,1076,34.700000000000003,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Presbyterian,18-15,18,15,54.5,2601,78.799999999999997,2389,72.400000000000006,888,1971,45.100000000000001,361,945,38.200000000000003,464,637,72.799999999999997,193,5.7999999999999998,518,326,1.59,67,2,1146,34.700000000000003,1160,35.200000000000003,-0.40000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNCW,9-22,9,22,29,2361,76.200000000000003,2504,80.799999999999997,825,1869,44.100000000000001,250,715,35,461,633,72.799999999999997,141,4.5,467,418,1.12,58,1.8999999999999999,1153,37.200000000000003,1037,33.5,3.7000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BYU,19-12,19,12,61.299999999999997,2470,79.700000000000003,2356,76,860,1820,47.299999999999997,225,667,33.700000000000003,525,721,72.799999999999997,196,6.2999999999999998,477,344,1.39,102,3.2999999999999998,1086,35,1125,36.299999999999997,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Bonaventure,15-15,15,15,50,1995,66.5,1925,64.200000000000003,739,1707,43.299999999999997,180,562,32,337,463,72.799999999999997,185,6.2000000000000002,370,382,0.97,133,4.4000000000000004,1037,34.600000000000001,1002,33.399999999999999,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dartmouth,11-18,11,18,37.899999999999999,2109,72.700000000000003,2050,70.700000000000003,770,1695,45.399999999999999,263,702,37.5,306,421,72.700000000000003,153,5.2999999999999998,419,346,1.21,100,3.3999999999999999,991,34.200000000000003,974,33.600000000000001,0.59999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wake Forest,11-18,11,18,37.899999999999999,1991,68.700000000000003,2200,75.900000000000006,671,1694,39.600000000000001,187,607,30.800000000000001,462,636,72.599999999999994,142,4.9000000000000004,316,394,0.80,75,2.6000000000000001,1098,37.899999999999999,998,34.399999999999999,3.3999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Peter's,10-22,10,22,31.300000000000001,2012,62.899999999999999,2196,68.599999999999994,707,1639,43.100000000000001,184,567,32.5,414,570,72.599999999999994,172,5.4000000000000004,301,489,0.62,177,5.5,1037,32.399999999999999,982,30.699999999999999,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware,16-15,16,15,51.600000000000001,2193,70.700000000000003,2223,71.700000000000003,773,1696,45.600000000000001,257,695,37,390,537,72.599999999999994,141,4.5,392,355,1.10,77,2.5,1023,33,1076,34.700000000000003,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshall,17-13,17,13,56.700000000000003,2416,80.5,2484,82.799999999999997,848,1926,44,292,863,33.799999999999997,428,590,72.5,275,9.1999999999999993,426,377,1.13,141,4.7000000000000002,995,33.200000000000003,1281,42.700000000000003,-9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Howard,16-15,16,15,51.600000000000001,2463,79.5,2434,78.5,861,1987,43.299999999999997,217,607,35.700000000000003,524,723,72.5,178,5.7000000000000002,418,384,1.09,123,4,1148,37,1210,39,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Wash.,13-17,13,17,43.299999999999997,2151,71.700000000000003,2237,74.599999999999994,765,1807,42.299999999999997,274,792,34.600000000000001,347,479,72.400000000000006,172,5.7000000000000002,412,354,1.16,90,3,1047,34.899999999999999,1078,35.899999999999999,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,17-13,17,13,56.700000000000003,2060,68.700000000000003,1910,63.700000000000003,720,1704,42.299999999999997,252,745,33.799999999999997,368,508,72.400000000000006,222,7.4000000000000004,366,354,1.03,117,3.8999999999999999,1011,33.700000000000003,1036,34.5,-0.80000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coastal Caro.,15-14,15,14,51.700000000000003,2247,77.5,2111,72.799999999999997,759,1658,45.799999999999997,242,638,37.899999999999999,487,673,72.400000000000006,188,6.5,389,418,0.93,73,2.5,1063,36.700000000000003,938,32.299999999999997,4.2999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Valley,22-8,22,8,73.299999999999997,2327,77.599999999999994,2121,70.700000000000003,803,1654,48.5,242,618,39.200000000000003,479,662,72.400000000000006,182,6.0999999999999996,415,409,1.01,71,2.3999999999999999,1081,36,957,31.899999999999999,4.0999999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Ark.,12-18,12,18,40,2175,72.5,2303,76.799999999999997,748,1747,42.799999999999997,250,711,35.200000000000003,429,593,72.299999999999997,180,6,427,438,0.97,114,3.7999999999999998,1054,35.100000000000001,1140,38,-2.8999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. John's (NY),20-10,20,10,66.700000000000003,2354,78.5,2227,74.200000000000003,844,1844,45.799999999999997,264,716,36.899999999999999,402,556,72.299999999999997,266,8.9000000000000004,427,320,1.33,98,3.2999999999999998,990,33,1152,38.399999999999999,-5.4000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,8-22,8,22,26.699999999999999,2070,69,2331,77.700000000000003,723,1688,42.799999999999997,199,570,34.899999999999999,425,588,72.299999999999997,215,7.2000000000000002,328,343,0.96,93,3.1000000000000001,882,29.399999999999999,1079,36,-6.5999999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,5-25,5,25,16.699999999999999,2035,67.799999999999997,2315,77.200000000000003,728,1648,44.200000000000003,235,640,36.700000000000003,344,476,72.299999999999997,119,4,374,417,0.90,51,1.7,997,33.200000000000003,1088,36.299999999999997,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairleigh Dickinson,18-13,18,13,58.100000000000001,2338,75.400000000000006,2214,71.400000000000006,827,1749,47.299999999999997,241,602,40,443,613,72.299999999999997,242,7.7999999999999998,446,419,1.06,110,3.5,1031,33.299999999999997,1060,34.200000000000003,-0.90000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego St.,19-11,19,11,63.299999999999997,2199,73.299999999999997,2035,67.799999999999997,766,1714,44.700000000000003,233,636,36.600000000000001,434,601,72.200000000000003,179,6,442,385,1.15,103,3.3999999999999999,1091,36.399999999999999,1009,33.600000000000001,2.7000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi St.,21-9,21,9,70,2304,76.799999999999997,2096,69.900000000000006,819,1747,46.899999999999999,248,668,37.100000000000001,418,579,72.200000000000003,249,8.3000000000000007,420,401,1.05,152,5.0999999999999996,1072,35.700000000000003,963,32.100000000000001,3.6000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villanova,22-8,22,8,73.299999999999997,2239,74.599999999999994,2001,66.700000000000003,748,1691,44.200000000000003,318,905,35.100000000000001,425,589,72.200000000000003,165,5.5,429,331,1.30,89,3,1060,35.299999999999997,980,32.700000000000003,2.7000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kent St.,22-9,22,9,71,2323,74.900000000000006,2241,72.299999999999997,819,1890,43.299999999999997,240,708,33.899999999999999,445,617,72.099999999999994,216,7,409,361,1.13,111,3.6000000000000001,1111,35.799999999999997,1067,34.399999999999999,1.3999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evansville,11-21,11,21,34.399999999999999,2234,69.799999999999997,2317,72.400000000000006,747,1774,42.100000000000001,264,778,33.899999999999999,476,660,72.099999999999994,184,5.7999999999999998,394,410,0.96,89,2.7999999999999998,1092,34.100000000000001,1217,38,-3.8999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,18-12,18,12,60,2115,70.5,1928,64.299999999999997,758,1691,44.799999999999997,232,671,34.600000000000001,367,509,72.099999999999994,228,7.5999999999999996,409,351,1.17,123,4.0999999999999996,1021,34,984,32.799999999999997,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.C. Central,15-14,15,14,51.700000000000003,2113,72.900000000000006,1947,67.099999999999994,763,1656,46.100000000000001,189,589,32.100000000000001,398,552,72.099999999999994,187,6.4000000000000004,455,450,1.01,79,2.7000000000000002,1084,37.399999999999999,887,30.600000000000001,6.7999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMU,13-16,13,16,44.799999999999997,2078,71.700000000000003,2031,70,750,1724,43.5,240,717,33.5,338,469,72.099999999999994,167,5.7999999999999998,402,318,1.26,115,4,1048,36.100000000000001,988,34.100000000000001,2.1000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,7-23,7,23,23.300000000000001,1949,65,2252,75.099999999999994,642,1548,41.5,230,673,34.200000000000003,435,604,72,168,5.5999999999999996,302,421,0.72,82,2.7000000000000002,915,30.5,1131,37.700000000000003,-7.2000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMass Lowell,15-16,15,16,48.399999999999999,2386,77,2342,75.5,849,1799,47.200000000000003,239,705,33.899999999999999,449,624,72,177,5.7000000000000002,488,437,1.12,83,2.7000000000000002,1085,35,1091,35.200000000000003,-0.20000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,17-13,17,13,56.700000000000003,2140,71.299999999999997,2055,68.5,751,1756,42.799999999999997,225,658,34.200000000000003,413,574,72,158,5.2999999999999998,375,342,1.10,66,2.2000000000000002,1045,34.799999999999997,1031,34.399999999999999,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
