Seed,team_market,team_name,team_id,total_games_played,total_minutes_played,total_field_goals_made,total_field_goals_att,total_field_goals_pct,total_two_points_made,total_two_points_att,total_two_points_pct,total_three_points_made,total_three_points_att,total_three_points_pct,total_blocked_att,total_free_throws_made,total_free_throws_att,total_free_throws_pct,total_offensive_rebounds,total_defensive_rebounds,total_rebounds,total_assists,total_turnovers,total_assists_turnover_ratio,total_steals,total_blocks,total_personal_fouls,total_tech_fouls,total_points,total_fast_break_pts,total_flagrant_fouls,total_points_off_turnovers,total_second_chance_pts,total_ejections,total_foulouts,total_points_in_paint,total_efficiency,total_true_shooting_att,total_true_shooting_pct,average_fast_break_pts,average_points_off_turnovers,average_second_chance_pts,average_minutes,average_points,average_off_rebounds,average_def_rebounds,average_rebounds,average_assists,average_steals,average_blocks,average_turnovers,average_personal_fouls,average_flagrant_fouls,average_blocked_att,average_field_goals_made,average_field_goals_att,average_three_points_made,average_three_points_att,average_free_throws_made,average_free_throws_att,average_two_points_made,average_two_points_att,average_points_in_paint,average_efficiency,average_true_shooting_att,Currentcoach,Month,birth_year,Since,M_D_DOB,Sign,ChineseZodiac,Age,season_year
W5,Ohio State,Buckeyes,857462b3-0ab6-4d26-9669-10ca354e382b,34,6875,951,1980,1302,712,6875,0.547,239,678,0.353,86,450,616,0.731,296,861,1157,499,399,1.25,209,132,597,5,2591,218,1,505,376,0,17,1190,2994,2251.04,0.576,6.41,14.85,11.06,202.2,76.2,8.71,25.32,34.03,14.7,6.15,3.88,11.74,17.56,0.03,2.53,27.97,58.24,7.03,19.94,13.24,18.12,20.94,38.29,35,88.06,66.21,Chris Holtmann,11,1971,2017–18,1111,Scorpio,Pig,48,2017
M3,Michigan State,Spartans,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,35,7025,991,1996,1271,701,7025,0.552,290,725,0.4,89,535,716,0.747,365,989,1354,670,459,1.46,143,251,641,8,2807,275,1,378,452,0,14,1136,3580,2311.04,0.607,7.86,10.8,12.91,200.7,80.2,10.43,28.26,38.69,19.1,4.09,7.17,13.11,18.31,0.03,2.54,28.31,57.03,8.29,20.71,15.29,20.46,20.03,36.31,32.46,102.29,66.03,Tom Izzo,1,1955,1995–96,130,Aquarius,Goat,64,2017
W3,Michigan,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,41,8275,1092,2335,1324,731,8275,0.552,361,1011,0.357,127,474,717,0.661,303,980,1283,585,380,1.54,261,126,644,2,3019,294,1,611,415,0,9,1292,3408,2650.48,0.57,7.17,14.9,10.12,201.8,73.6,7.39,23.9,31.29,14.3,6.37,3.07,9.27,15.71,0.02,3.1,26.63,56.95,8.8,24.66,11.56,17.49,17.83,32.29,31.51,83.12,64.65,John Beilein,2,1953,2007–08,205,Aquarius,Snake,66,2017
S16,UMBC,Retrievers,32755362-6336-4dd3-ac34-6f72a6cc150b,36,7200,926,2088,1148,562,7200,0.49,364,940,0.387,14,414,641,0.646,281,837,1118,547,439,1.25,269,87,592,2,2630,158,0,558,342,0,3,900,2823,2370.04,0.555,4.39,15.5,9.5,200,73.1,7.81,23.25,31.06,15.2,7.47,2.42,12.19,16.44,0,0.39,25.72,58,10.11,26.11,11.5,17.81,15.61,31.89,25,78.42,65.83,Ryan Odom,7,1974,2016–17,711,Cancer,Tiger,45,2017
M16,Pennsylvania,Quakers,e6c94452-1adf-4fb9-90e5-10f165c57c5a,33,6775,893,1948,1118,602,6775,0.538,291,830,0.351,20,429,651,0.659,239,888,1127,508,391,1.3,194,92,566,6,2506,177,0,406,249,0,0,1098,2759,2234.44,0.561,5.36,12.3,7.55,205.3,75.9,7.24,26.91,34.15,15.4,5.88,2.79,11.85,17.15,0,0.61,27.06,59.03,8.82,25.15,13,19.73,18.24,33.88,33.27,83.61,67.71,Steve Donahue,5,1962,2015–16,521,Gemini,Tiger,57,2017
M13,Charleston,Cougars,8548dacb-3636-48a8-8c46-611ab0c15fc0,34,6925,875,1904,1184,616,6925,0.52,259,720,0.36,22,527,699,0.754,249,797,1046,387,339,1.14,177,119,563,9,2536,251,0,474,298,0,1,1056,2725,2211.56,0.573,7.38,13.94,8.76,203.7,74.6,7.32,23.44,30.76,11.4,5.21,3.5,9.97,16.56,0,0.65,25.74,56,7.62,21.18,15.5,20.56,18.12,34.82,31.06,80.15,65.05,Earl Grant,12,1976,2014–15,1225,Capricorn,Dragon,43,2017
W4,Gonzaga,Bulldogs,2f4d21f8-6d5f-48a5-abca-52a30583871a,37,7500,1125,2261,1370,797,7500,0.582,328,891,0.368,100,513,725,0.708,352,984,1336,564,420,1.34,234,134,632,2,3091,254,2,562,511,0,14,1400,3591,2580,0.599,6.86,15.19,13.81,202.7,83.5,9.51,26.59,36.11,15.2,6.32,3.62,11.35,17.08,0.05,2.7,30.41,61.11,8.86,24.08,13.86,19.59,21.54,37.03,37.84,97.05,69.73,Mark Few,12,1962,1999–2000,1227,Capricorn,Tiger,57,2017
W1,Xavier,Musketeers,0d8a328f-20ce-410b-bed1-15fc01308aaf,35,7075,1011,2055,1319,737,7075,0.559,274,736,0.372,127,657,843,0.779,295,947,1242,579,441,1.31,205,109,603,7,2953,360,1,495,398,0,8,1296,3417,2425.92,0.609,10.29,14.14,11.37,202.1,84.4,8.43,27.06,35.49,16.5,5.86,3.11,12.6,17.23,0.03,3.63,28.89,58.71,7.83,21.03,18.77,24.09,21.06,37.69,37.03,97.63,69.31,Travis Steele,11,1981,2018–19,1112,Scorpio,Rooster,38,2017
E1,Villanova,Wildcats,4383eb6a-7fd8-4ff2-94c5-43c933121e88,40,8075,1220,2440,1282,756,8075,0.59,464,1158,0.401,108,559,718,0.779,337,997,1334,655,426,1.54,259,162,645,4,3463,363,1,650,417,0,8,1258,4068,2755.92,0.628,9.08,16.25,10.43,201.9,86.6,8.43,24.93,33.35,16.4,6.48,4.05,10.65,16.13,0.03,2.7,30.5,61,11.6,28.95,13.98,17.95,18.9,32.05,31.45,101.7,68.9,Jay Wright,12,1961,2001–02,1224,Capricorn,Ox,58,2017
W10,Providence,Friars,7d3b9c72-cbdd-4b64-9aa3-a5bde9b75fdc,35,7125,899,2037,1366,676,7125,0.495,223,671,0.332,130,554,787,0.704,301,814,1115,485,429,1.13,238,128,625,2,2575,234,3,512,363,0,9,1076,2741,2383.28,0.54,6.69,14.63,10.37,203.6,73.6,8.6,23.26,31.86,13.9,6.8,3.66,12.26,17.86,0.09,3.71,25.69,58.2,6.37,19.17,15.83,22.49,19.31,39.03,30.74,78.31,68.09,Ed Cooley,9,1969,2011–12,910,Virgo,Rooster,50,2017
S8,Creighton,Bluejays,7d797407-623e-476d-b299-46de4275414d,33,6650,1008,2050,1127,665,6650,0.59,343,923,0.372,99,397,531,0.748,215,906,1121,588,371,1.58,188,88,502,2,2756,390,0,490,283,0,6,1154,3194,2283.64,0.603,11.82,14.85,8.58,201.5,83.5,6.52,27.45,33.97,17.8,5.7,2.67,11.24,15.21,0,3,30.55,62.12,10.39,27.97,12.03,16.09,20.15,34.15,34.97,96.79,69.2,Greg McDermott,11,1964,2010–11,1125,Sagittarius,Dragon,55,2017
M8,Seton Hall,Pirates,aef5e386-d8e8-460c-8014-3a2f090fd988,34,6850,971,2073,1388,721,6850,0.519,250,685,0.365,112,509,729,0.698,364,846,1210,528,432,1.22,210,117,615,9,2701,284,1,446,433,0,10,1240,3012,2393.76,0.564,8.35,13.12,12.74,201.5,79.4,10.71,24.88,35.59,15.5,6.18,3.44,12.71,18.09,0.03,3.29,28.56,60.97,7.35,20.15,14.97,21.44,21.21,40.82,36.47,88.59,70.4,Kevin Willard,4,1975,2010–11,406,Aries,Rabbit,44,2017
E10,Butler,Bulldogs,bdb7d7a4-45f8-4bf3-ab85-15488c451494,35,7150,1020,2155,1350,733,7150,0.543,287,805,0.357,117,436,562,0.776,261,816,1077,489,391,1.25,232,100,643,4,2763,227,0,551,383,0,12,1234,3009,2402.28,0.575,6.49,15.74,10.94,204.3,78.9,7.46,23.31,30.77,14,6.63,2.86,11.17,18.37,0,3.34,29.14,61.57,8.2,23,12.46,16.06,20.94,38.57,35.26,85.97,68.64,LaVall Jordan,4,1979,2017–18,416,Aries,Goat,40,2017
E11,St. Bonaventure,Bonnies,22d90601-19d4-461b-a901-924d12f116ed,34,6900,884,1959,1298,629,6900,0.485,255,661,0.386,83,597,794,0.752,302,812,1114,472,391,1.21,239,118,675,3,2620,273,1,607,360,0,13,1013,2900,2308.36,0.568,8.03,17.85,10.59,202.9,77.1,8.88,23.88,32.76,13.9,7.03,3.47,11.5,19.85,0.03,2.44,26,57.62,7.5,19.44,17.56,23.35,18.5,38.18,29.79,85.29,67.89,Mark Schmidt,2,1963,2007–08,212,Aquarius,Rabbit,56,2017
S12,Davidson,Wildcats,2920c5fa-1e86-4958-a7c4-1e97b8e201d8,33,6675,899,1874,967,546,6675,0.565,353,907,0.389,67,368,461,0.798,199,801,1000,551,315,1.75,155,65,504,1,2519,76,0,416,210,0,8,934,2907,2076.84,0.606,2.3,12.61,6.36,202.3,76.3,6.03,24.27,30.3,16.7,4.7,1.97,9.55,15.27,0,2.03,27.24,56.79,10.7,27.48,11.15,13.97,16.55,29.3,28.3,88.09,62.93,Bob McKillop,7,1950,1989–90,713,Cancer,Tiger,69,2017
M7,Rhode Island,Rams,7e42bca2-3cd7-4aca-aa46-f190fe5d8eb4,34,6850,954,2096,1426,718,6850,0.504,236,670,0.352,83,439,630,0.697,340,738,1078,520,362,1.44,249,118,647,9,2583,274,0,621,360,0,8,1161,2853,2373.2,0.544,8.06,18.26,10.59,201.5,76,10,21.71,31.71,15.3,7.32,3.47,10.65,19.03,0,2.44,28.06,61.65,6.94,19.71,12.91,18.53,21.12,41.94,34.15,83.91,69.8,David Cox,10,1973,2018–19,1017,Libra,Ox,46,2017
M15,Iona,Gaels,255c2a87-40c0-4989-bbb9-d286aac5d28e,34,6925,957,2076,1230,633,6925,0.515,324,846,0.383,30,462,626,0.738,246,802,1048,542,396,1.37,229,103,587,3,2700,293,2,502,257,0,4,1092,2943,2351.44,0.574,8.62,14.76,7.56,203.7,79.4,7.24,23.59,30.82,15.9,6.74,3.03,11.65,17.26,0.06,0.88,28.15,61.06,9.53,24.88,13.59,18.41,18.62,36.18,32.12,86.56,69.16,Tim Cluess,3,1959,2010–11,309,Pisces,Pig,60,2017
